사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-11,3호선,64,불광,18,1,"9,381","1,141","18,577","5,871","51,041","10,070","60,771","33,008","34,509","30,625","24,076","25,678","22,494","22,971","23,775","24,116","24,253","25,857","24,774","26,395","26,320","28,824","27,427","32,774","30,211","38,698","30,854","58,360","15,894","45,920","12,538","26,415","11,059","21,549","6,974","20,288","2,184","13,402",4,457,0,0,1,1,0,0
2021-11,3호선,65,녹번,33,8,"9,266",565,"23,824","3,528","66,732","7,225","76,611","18,517","41,527","10,660","25,852","9,063","21,167","10,149","20,881","11,470","19,520","12,374","17,223","14,521","15,696","17,461","17,100","24,457","18,423","34,627","19,637","61,082","9,364","50,079","6,901","28,297","5,565","24,761","4,163","23,049","1,203","14,573",1,38,0,0,0,0,0,0
2021-11,3호선,66,홍제,50,4,"9,051","1,346","21,838","7,822","59,567","10,707","67,701","25,501","41,097","18,981","28,508","17,288","25,794","16,305","27,580","18,068","25,205","20,114","24,422","21,760","24,443","26,097","26,528","31,530","28,624","39,061","26,705","60,218","13,282","46,971","10,297","26,423","7,870","25,050","5,736","20,722","1,759","13,740",0,0,0,0,0,0,0,0
2021-11,3호선,67,무악재,19,0,"1,704",269,"5,086","2,854","14,273","2,771","16,276","5,946","9,856","3,584","6,641","3,327","5,695","3,496","5,684","3,819","5,409","4,358","4,752","4,457","4,679","5,713","5,511","7,107","6,606","9,638","6,422","15,135","2,668","12,480","2,121","7,110","1,784","6,506","1,317","5,737",316,"3,993",0,5,0,0,0,0,0,0
2021-11,3호선,68,독립문,82,1,"4,903",677,"5,565","5,995","14,650","13,306","17,781","21,149","13,473","14,913","11,412","13,642","11,422","10,794","12,687","10,732","12,032","12,911","12,794","10,903","13,965","10,864","16,268","11,532","15,441","13,570","15,148","16,330","6,904","12,583","4,878","7,566","3,888","7,039","3,081","6,518",657,"3,950",9,"4,409",0,0,0,0,0,0
2021-11,3호선,69,경복궁(정부서울청사),73,1,"2,665","1,639","5,059","12,812","13,053","39,708","19,556","108,727","18,003","64,444","14,765","43,903","18,325","43,306","21,354","39,476","26,386","40,511","34,705","38,975","45,989","32,629","59,571","30,437","76,316","31,795","103,833","36,593","43,281","21,855","36,888","10,774","37,908","9,004","25,101","8,377","7,155","5,173",12,360,0,0,1,1,0,0
2021-11,3호선,70,안국,21,0,"1,388","1,455","3,081","20,121","6,087","90,496","8,613","102,044","8,850","64,634","10,114","45,278","15,192","49,080","22,349","42,544","24,153","40,488","33,335","38,690","46,750","30,947","62,120","26,928","108,966","25,028","107,226","22,193","44,499","10,458","34,266","5,350","32,435","4,550","19,227","3,739","5,018","2,715",3,54,0,1,0,0,0,0
2021-11,3호선,71,종로3가,14,1,683,997,983,"5,617","1,524","13,807","2,240","44,339","3,180","43,942","5,177","30,771","7,720","24,431","9,335","22,725","10,994","21,422","13,160","19,860","17,472","17,896","20,568","15,820","32,014","15,798","54,060","15,557","29,576","7,941","16,387","3,610","17,963","2,730","13,619","2,000","4,841","1,630",6,320,0,0,0,0,0,0
2021-11,3호선,72,을지로3가,6,0,602,938,"1,040","8,622","2,021","30,826","3,462","74,680","4,067","34,274","5,226","15,867","7,649","12,987","8,900","12,505","10,697","12,426","13,144","11,246","14,580","10,801","18,286","11,205","39,280","13,851","63,649","16,504","25,997","8,077","16,872","3,545","17,008","2,634","14,914","1,865","6,625","1,693",4,200,0,0,0,0,0,0
2021-11,3호선,73,충무로,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,2,0,5,0,4,0,4,0,3,0,0,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0
2021-11,3호선,74,동대입구,23,2,"1,311","1,176","2,432","9,717","5,313","14,936","7,390","50,123","5,964","29,209","5,283","19,107","8,817","16,307","8,366","14,509","9,610","14,876","12,884","12,772","16,452","10,036","21,355","11,362","36,650","12,641","34,608","14,155","16,627","6,851","13,909","3,904","13,732","4,250","10,538","3,464","2,289","2,154",2,334,0,0,0,0,0,0
2021-11,3호선,75,약수,134,5,"5,930",942,"9,603","5,551","23,896","14,211","39,196","34,158","26,046","21,065","17,922","14,709","16,964","13,960","18,369","14,769","18,684","14,714","17,707","15,868","19,186","17,848","21,146","22,082","25,795","27,832","32,360","41,558","16,747","25,809","13,176","16,228","12,982","15,318","10,704","14,093","3,466","8,677",21,"2,584",0,0,0,0,0,0
2021-11,3호선,76,금호,37,12,"4,390",469,"8,940","2,705","25,258","4,848","35,671","8,880","21,908","6,770","13,746","6,591","11,854","6,425","11,568","7,529","11,270","8,929","9,981","9,641","9,901","12,510","10,798","14,023","11,681","20,409","11,275","30,300","6,857","20,149","5,279","13,563","4,115","11,532","3,410","11,105","1,003","5,808",0,1,1,2,0,0,0,0
2021-11,3호선,77,옥수,255,23,"2,851",848,"8,641","4,523","21,811","8,488","29,694","14,684","19,827","11,236","14,053","8,684","12,710","9,783","12,784","11,022","14,060","12,381","13,433","12,602","14,338","15,029","15,895","17,580","17,764","24,207","17,191","33,138","10,450","23,957","8,255","14,733","7,432","12,796","5,361","12,812","1,831","7,062",6,115,0,0,0,0,0,0
2021-11,3호선,78,압구정,67,3,"2,819","1,971","6,916","22,996","14,720","43,280","22,727","143,126","18,599","147,378","22,700","72,829","29,551","56,481","33,397","47,242","36,683","51,573","46,019","47,404","54,702","43,288","66,548","45,035","90,223","53,832","136,967","59,004","92,483","30,964","68,650","14,176","53,345","10,634","40,203","9,057","8,379","5,153",18,"1,789",0,0,0,0,0,0
2021-11,3호선,79,신사,55,6,"3,083","1,463","5,410","20,604","9,602","44,180","17,348","114,859","13,841","141,944","17,411","69,690","23,066","49,089","27,686","46,029","32,587","49,416","39,592","46,777","49,174","44,019","61,807","46,726","90,701","53,631","137,188","70,836","92,273","38,547","59,900","15,018","66,706","10,751","55,029","8,219","18,060","5,613",2,195,0,0,0,0,0,0
2021-11,3호선,80,잠원,1,0,952,586,"4,272","5,153","10,493","7,316","15,812","11,961","10,099","6,961","7,002","4,849","7,112","5,346","7,664","5,766","7,376","6,813","6,899","6,382","7,676","6,944","9,796","7,722","11,650","10,208","9,829","13,603","5,594","10,377","3,809","5,875","3,695","5,894","2,801","5,836",586,"3,310",0,5,0,0,0,0,0,0
2021-11,3호선,81,고속터미널,92,1,"4,377","3,593","6,608","30,421","22,293","44,280","40,803","68,716","44,976","90,855","46,408","79,782","56,274","86,297","67,397","81,501","72,870","82,742","82,615","85,698","92,718","89,739","102,218","90,063","119,100","95,461","118,605","105,809","101,314","65,053","111,766","39,809","68,186","30,942","42,628","21,257","14,272","11,478",12,454,0,0,0,0,0,0
2021-11,3호선,82,교대(법원.검찰청),26,1,"1,131",830,"3,159","6,166","8,483","17,004","12,336","46,872","9,896","36,130","10,789","15,391","13,445","10,757","14,915","10,378","18,655","10,479","21,362","9,660","23,261","10,032","26,590","10,326","42,011","13,970","64,878","17,913","26,684","9,213","22,208","4,390","23,371","3,610","21,454","3,086","5,946","2,606",9,102,0,0,0,0,0,0
2021-11,3호선,83,남부터미널(예술의전당),60,1,"2,583","1,382","7,850","23,935","25,856","55,634","41,130","152,199","32,434","85,920","30,551","48,683","34,008","35,038","38,304","37,036","39,377","41,129","40,696","41,169","45,786","41,054","54,932","44,305","91,122","50,117","135,397","59,387","60,803","37,605","42,294","21,577","37,224","16,755","27,366","12,090","7,067","9,331",1,189,0,0,0,0,0,0
2021-11,3호선,84,양재(서초구청),39,0,"4,671","2,547","13,415","40,326","32,953","103,848","45,835","239,260","32,515","135,119","29,206","56,958","33,181","45,320","36,733","42,313","41,481","46,942","45,362","39,991","54,301","42,161","69,324","45,352","127,790","60,767","206,232","78,516","89,388","49,137","61,790","29,357","54,933","25,959","39,189","20,250","9,765","14,249",14,"1,855",0,0,0,0,0,0
2021-11,3호선,85,매봉,14,1,"1,341",470,"6,763","8,142","15,574","21,431","20,320","65,090","13,687","43,286","11,373","15,320","11,623","13,786","11,971","12,069","13,062","12,545","15,908","10,440","17,556","11,967","20,654","12,676","37,160","17,820","63,917","23,744","22,309","15,633","14,433","8,598","15,701","7,737","9,838","6,684","2,327","4,459",8,617,0,0,0,0,0,0
2021-11,3호선,86,도곡,18,0,923,337,"3,490","4,513","8,374","12,825","11,128","21,357","7,304","16,099","5,859","7,643","5,938","7,155","6,256","7,057","6,615","7,147","7,339","6,405","9,544","6,562","11,886","6,640","16,187","8,340","18,287","10,720","9,079","8,483","5,929","4,674","5,118","4,269","3,977","3,728",879,"2,626",6,"1,883",0,0,0,0,0,0
2021-11,3호선,87,대치,24,1,"2,549",605,"10,122","8,053","22,970","13,648","23,588","25,791","14,334","17,538","11,641","12,678","11,676","11,902","13,278","15,081","13,494","16,978","13,425","16,873","16,635","19,558","19,474","21,536","25,685","26,907","26,147","27,797","17,635","21,231","11,912","11,061","14,373","10,165","22,306","9,094","2,285","5,860",1,19,0,0,0,0,0,0
2021-11,3호선,88,학여울,5,0,534,297,"1,872","1,866","3,673","3,443","4,130","8,267","2,658","5,614","2,368","4,751","2,748","3,829","3,468","3,748","4,120","4,741","4,111","4,468","5,348","3,889","6,240","3,183","7,980","3,652","7,421","4,085","2,568","3,325","1,788","1,972","1,589","1,833","1,088","1,686",169,"1,122",0,9,0,0,0,0,0,0
2021-11,3호선,89,대청,51,3,"3,229","1,021","10,139","6,480","26,057","14,063","32,513","26,848","18,847","12,529","14,194","8,338","12,272","7,896","12,611","9,223","13,200","9,673","13,047","10,288","17,247","13,608","18,119","14,553","22,387","19,065","27,332","26,336","10,736","21,946","7,271","13,739","5,652","12,155","4,571","12,895","1,221","7,097",4,116,0,1,0,0,0,0
2021-11,3호선,90,일원,10,0,"2,011","1,257","7,808","9,293","20,553","28,385","21,831","25,218","14,766","18,354","14,923","15,561","15,866","11,125","15,931","13,503","14,158","14,801","15,396","13,175","20,293","12,633","25,314","11,023","34,533","13,946","17,239","18,347","8,608","15,323","5,346","9,605","3,694","9,365","3,129","9,211",911,"4,330",0,104,0,0,0,0,0,0
2021-11,3호선,91,수서,331,10,"4,521","2,104","11,048","16,726","32,976","31,498","43,318","52,912","27,773","32,227","27,185","22,191","22,620","17,956","27,809","22,676","25,808","21,161","20,467","21,427","30,008","25,089","35,622","28,590","42,328","35,561","51,114","49,069","22,468","35,337","21,435","22,621","14,284","18,557","13,892","18,376","3,956","7,424",5,994,0,0,0,0,0,0
2021-11,3호선,92,가락시장,29,5,"2,518",480,"6,359","5,300","18,236","11,439","21,864","29,626","15,003","15,151","12,892","10,807","12,922","10,502","12,600","10,644","12,715","11,614","12,991","11,889","13,564","13,807","15,227","14,785","20,069","17,809","28,224","23,246","11,365","16,333","8,404","10,694","7,747","8,935","5,777","7,889","1,328","4,412",13,"1,457",0,1,0,0,0,0
2021-11,3호선,93,경찰병원,14,0,"2,324",172,"6,758","3,085","21,243","8,699","25,564","28,785","14,537","14,531","10,627","8,681","9,533","6,601","8,712","7,285","8,985","8,596","9,163","7,852","10,053","8,789","9,967","9,439","15,540","13,741","20,148","21,394","6,978","16,058","5,279","9,965","4,882","7,803","3,290","7,475",677,"3,970",3,"1,159",0,0,0,0,0,0
2021-11,3호선,94,오금,18,0,"3,866",12,"7,117","2,164","24,221","5,396","30,660","13,579","15,081","5,507","8,511","4,673","7,617","4,365","7,982","5,398","7,694","5,976","6,366","5,557","6,282","7,891","7,816","8,832","10,479","13,029","11,857","20,947","4,553","15,028","3,375","9,623","2,845","8,397","2,104","8,890",396,"4,725",0,"1,827",0,1,0,0,0,0
2021-11,4호선,100,수유(강북구청),81,8,"20,471","3,111","43,648","12,212","109,041","20,399","126,591","56,129","74,867","38,989","50,974","29,465","46,506","29,855","47,686","32,310","46,631","37,156","44,127","39,925","43,980","48,027","47,690","61,470","56,446","78,138","59,755","122,743","33,622","110,326","24,794","63,220","22,795","53,771","17,638","46,891","7,953","33,661",7,197,0,0,0,0,0,0
2021-11,4호선,101,미아(서울사이버대학),46,8,"10,416","1,251","19,505","5,040","45,875","14,274","54,092","32,391","31,877","18,944","22,460","14,342","20,143","15,284","21,680","15,312","20,711","16,873","20,117","18,873","20,571","23,409","23,340","25,667","24,517","33,080","26,722","45,167","14,687","38,155","9,817","22,302","8,506","19,625","6,476","16,398","1,960","12,248",4,49,1,1,0,0,0,0
2021-11,4호선,102,미아사거리,67,7,"14,028","1,905","36,187","8,512","93,166","17,761","106,128","33,475","60,402","31,226","40,302","27,211","37,599","27,723","37,884","29,734","38,046","32,655","36,715","35,445","39,295","44,185","43,320","50,509","42,912","67,490","42,387","101,590","29,463","80,459","27,642","44,625","17,056","39,330","12,938","33,981","4,827","20,989",4,82,0,0,1,0,0,0
2021-11,4호선,103,길음,10,3,"9,129","1,790","27,849","7,441","79,412","12,630","87,568","27,820","46,184","20,660","30,887","17,342","25,965","19,132","27,420","20,657","26,385","23,337","24,375","24,583","25,094","28,317","27,741","34,035","33,178","47,552","29,740","76,076","16,553","59,450","12,932","33,859","9,891","30,941","9,856","28,632","2,669","17,638",1,81,0,0,1,1,0,0
2021-11,4호선,104,성신여대입구(돈암),11,0,"5,424","1,654","17,099","5,553","45,108","15,466","54,968","35,113","34,073","26,247","25,532","21,858","25,373","25,380","28,946","25,085","28,798","27,227","28,728","29,151","31,900","29,839","34,976","34,614","42,792","47,138","45,852","66,872","28,001","51,194","24,449","29,801","26,526","26,917","24,084","24,547","8,415","15,785",4,101,1,0,0,0,0,0
2021-11,4호선,105,한성대입구(삼선교),121,29,"6,818","1,033","11,812","6,951","29,614","16,977","39,049","29,999","25,030","23,082","18,460","17,309","17,884","17,531","20,127","17,619","20,522","19,227","20,587","18,311","22,406","19,853","28,731","23,769","32,059","28,743","30,603","37,272","16,578","28,446","13,120","17,871","12,038","16,086","9,594","15,614","3,407","11,586",5,"5,627",2,2,0,0,0,0
2021-11,4호선,106,혜화,38,2,"3,105","2,629","6,947","21,074","17,408","47,625","21,664","117,041","23,683","83,278","29,523","57,591","35,686","53,108","35,269","63,184","37,702","76,358","47,537","70,780","68,757","56,274","78,305","53,707","101,112","61,533","116,182","69,255","64,691","47,541","59,929","17,879","83,474","16,906","66,587","14,187","19,922","9,939",7,445,0,0,0,0,0,0
2021-11,4호선,107,동대문,184,24,"5,312","2,691","3,218","15,765","5,221","34,632","7,319","78,814","11,709","66,629","16,500","52,150","23,022","46,944","28,199","40,713","31,782","39,088","40,717","37,257","49,471","30,472","60,981","23,057","87,182","17,432","64,658","13,661","29,497","14,911","20,203","10,278","21,406","6,140","12,671","4,479","4,238","5,127",3,183,0,0,0,0,0,0
2021-11,4호선,108,동대문역사문화공원(DDP),337,2,"6,334","1,428","4,063","12,589","6,839","24,968","8,229","71,304","7,477","38,086","8,975","24,308","12,500","22,000","15,214","21,182","17,093","21,149","21,967","20,201","27,817","17,237","32,996","15,415","53,605","16,355","70,619","17,872","34,360","21,966","24,450","10,925","25,192","7,610","18,399","5,569","6,968","5,521",12,769,5,5,0,0,0,0
2021-11,4호선,109,충무로,71,5,"2,964","2,790","4,024","19,213","8,304","51,899","12,686","173,656","13,189","97,303","13,880","49,684","19,674","39,946","22,727","36,400","28,660","36,783","35,424","32,611","41,463","27,998","52,386","28,218","86,240","32,145","142,710","36,148","64,901","20,249","45,321","10,334","44,940","9,598","36,599","8,120","14,707","6,791",17,883,2,2,0,0,0,0
2021-11,4호선,110,명동,19,2,698,818,"2,279","12,891","4,036","38,760","6,188","105,866","7,228","65,491","8,962","37,856","14,792","37,465","19,494","36,827","24,780","35,693","28,483","31,221","38,447","30,321","45,498","25,824","63,200","26,339","105,206","24,891","46,007","13,278","39,578","6,845","32,332","4,960","19,162","3,635","4,788","2,073",9,326,1,2,1,0,0,0
2021-11,4호선,111,회현(남대문시장),28,0,"1,812",771,"2,857","17,579","4,531","46,955","7,747","126,553","8,298","93,644","12,314","70,457","21,921","61,082","30,438","49,368","38,288","44,017","45,751","40,254","57,040","33,302","70,877","24,150","90,823","18,746","113,696","16,302","41,866","8,389","39,932","4,812","18,790","5,557","10,777","3,725","3,312","2,175",7,369,1,1,0,0,0,0
2021-11,4호선,112,서울역,178,6,"3,780",523,"5,588","12,708","11,161","31,843","15,203","82,643","11,135","43,194","9,294","22,460","11,045","20,259","12,006","23,669","11,988","23,629","12,428","22,883","13,462","25,497","16,694","25,909","39,353","31,529","59,083","33,478","19,768","22,860","12,861","15,104","12,115","13,838","8,774","12,133","3,126","6,783",19,"2,078",1,2,0,0,0,0
2021-11,4호선,113,숙대입구(갈월),16,3,"2,658",636,"7,118","6,659","15,536","21,022","25,380","51,912","17,440","29,770","13,634","17,087","14,813","15,801","18,012","16,327","16,721","16,736","17,709","16,856","20,574","16,627","26,929","19,931","34,335","25,815","49,277","34,610","22,242","21,477","17,440","12,859","17,960","11,625","16,718","10,494","6,230","6,475",1,3,0,0,0,0,0,0
2021-11,4호선,114,삼각지,4,0,688,297,"2,109","3,416","6,458","9,241","10,471","22,637","6,196","11,017","4,200","7,292","4,464","7,872","5,367","8,015","6,383","7,923","6,253","6,902","6,790","7,564","8,391","8,863","13,576","12,136","21,106","17,797","8,833","10,427","7,313","5,444","8,402","4,981","7,415","4,533","3,412","3,420",7,478,0,0,0,0,0,0
2021-11,4호선,115,신용산,3,0,"1,195","1,009","3,865","9,859","11,046","32,207","17,080","92,758","12,790","68,388","10,928","28,433","14,522","21,299","15,600","21,901","18,018","22,668","19,139","21,118","23,435","21,555","28,865","22,898","55,526","27,505","91,539","34,626","40,747","20,154","29,557","11,024","27,247","8,584","19,242","6,548","7,279","3,641",0,0,0,0,0,0,0,0
2021-11,4호선,116,이촌(국립중앙박물관),40,0,"1,008",577,"4,442","6,873","12,024","13,484","16,892","26,006","11,140","15,892","8,431","11,016","8,853","11,264","10,870","12,634","10,717","13,735","11,523","13,738","14,063","13,531","19,508","13,564","22,922","14,729","23,130","19,491","9,115","13,409","6,821","7,690","6,876","6,958","4,243","6,596","1,353","3,817",0,2,1,1,0,0,0,0
2021-11,4호선,117,동작(현충원),7,0,263,268,883,"2,695","2,203","3,555","3,149","5,524","2,452","3,543","2,317","3,331","2,493","2,684","2,599","2,439","2,531","3,041","2,924","3,357","3,583","3,247","4,575","3,184","5,490","3,645","4,956","4,129","2,188","2,709","1,895","1,768","1,817","1,367","1,231","1,112",308,"1,192",1,390,0,0,0,0,0,0
2021-11,4호선,118,총신대입구(이수),113,3,"6,094","1,030","15,699","9,251","45,673","16,681","59,917","41,328","36,187","30,671","26,174","23,149","25,086","23,646","27,126","24,723","28,261","27,633","27,423","29,903","27,324","34,447","30,086","40,184","34,640","52,452","41,387","75,290","23,636","47,117","19,811","25,729","17,704","22,339","15,925","20,210","5,722","12,239",2,205,0,0,0,0,0,0
2021-11,4호선,119,사당,128,34,"9,736","1,147","24,063","16,026","63,219","20,843","87,645","35,044","63,442","27,140","38,462","22,080","32,230","25,939","34,147","27,234","34,392","25,825","33,170","25,666","31,949","29,793","34,279","40,111","41,429","59,102","47,095","90,113","31,455","56,932","27,450","31,186","30,462","27,957","28,029","26,899","9,678","20,650",28,"2,336",0,7,0,0,0,0
2021-11,4호선,120,남태령,71,1,481,128,892,"1,302","2,345","3,240","3,120","4,623","2,555","1,934","2,027","1,362","2,042","1,195","2,022","1,442","2,107","1,489","1,996","1,497","2,071","1,646","2,827","1,586","4,478","1,708","3,926","2,030","1,434","1,548","1,030","1,129",607,"1,135",319,726,109,478,0,55,0,0,0,0,0,0
