사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-11,중앙선,167,오빈,6,0,227,0,446,252,942,284,847,646,722,513,644,434,488,494,522,398,498,436,475,356,502,508,634,609,763,970,595,708,234,601,129,329,98,439,19,321,4,300,1,11,0,0,0,0,0,0
2021-11,중앙선,168,양평,53,2,"1,337",98,"3,102","2,357","5,853","3,456","4,968","6,944","4,249","4,825","5,388","4,841","4,675","6,561","5,212","5,543","5,663","4,229","6,353","5,246","6,234","5,775","7,950","4,964","7,352","7,037","5,704","5,999","2,769","4,123","2,587","4,641","1,919","2,536","1,568","2,262",183,"2,619",13,197,0,0,0,0,0,0
2021-11,중앙선,169,원덕,62,0,309,2,677,155,669,487,946,515,827,639,830,928,655,802,590,802,621,383,822,679,945,730,"1,062",661,776,980,534,785,254,636,122,426,64,527,19,305,2,309,0,36,0,0,0,0,0,0
2021-11,중앙선,170,용문,384,1,994,5,"1,966",649,"2,930","2,164","4,035","3,192","2,932","2,729","3,188","5,080","3,096","9,643","3,916","9,963","5,256","3,968","7,029","4,898","10,059","4,431","8,878","3,082","5,864","4,170","3,039","3,139","1,619","2,671",713,"2,777",671,"1,591",356,"1,301",0,"1,188",0,421,0,0,0,0,0,0
2021-11,중앙선,171,지평,0,0,0,0,3,1,332,238,288,141,4,1,349,416,1,0,5,2,94,128,394,308,1,2,1,0,128,206,57,152,159,201,0,1,24,123,12,70,0,0,0,0,0,0,0,0,0,0
2021-11,장항선,224,봉명,19,0,"1,002",334,"1,344",605,"2,316","2,952","2,281","3,493","2,082","3,143","2,752","2,061","2,450","1,278","2,021","1,408","1,890","1,932","2,002","1,742","1,990","1,419","2,654","1,346","3,139","2,329","1,532","2,056",779,"1,448",716,"1,068",491,894,469,780,440,593,4,115,0,0,0,0,0,0
2021-11,장항선,225,쌍용(나사렛대),37,1,"2,119",263,"3,574",626,"5,562","1,274","7,035","5,636","3,125","4,050","3,314","2,813","3,551","3,291","3,902","6,047","3,851","3,609","3,343","2,728","5,287","3,737","5,394","3,819","4,757","5,532","4,679","5,719","2,630","4,233","2,197","3,365","1,523","2,446","1,252","2,359",688,"1,631",19,383,0,0,0,0,0,0
2021-11,장항선,226,아산,23,1,687,676,"1,854","2,497","5,465","4,747","6,754","8,292","3,857","6,107","4,339","5,808","5,049","5,199","5,560","5,995","6,050","6,081","6,698","4,711","8,236","5,349","7,261","5,723","7,980","7,873","11,595","7,955","8,294","5,181","5,113","3,884","5,323","2,595","4,386","2,225","2,318","1,185",60,358,0,0,0,0,0,0
2021-11,장항선,227,탕정,32,0,256,45,388,184,"1,055",407,838,636,609,342,592,359,573,438,645,525,641,621,700,502,859,499,978,959,995,"1,026",808,970,371,723,180,543,203,473,144,426,70,303,7,97,0,0,0,0,0,0
2021-11,장항선,228,배방,95,3,973,177,"1,411",714,"2,772","1,150","2,502","2,147","2,009","1,734","1,766","1,189","1,669","1,442","1,993","1,559","2,029","1,704","1,846","1,342","1,728","1,478","1,946","2,377","2,284","2,912","2,703","2,884","1,427","2,472",930,"1,618",732,"1,507",674,"1,271",310,849,21,324,0,0,0,0,0,0
2021-11,장항선,229,온양온천,579,3,"1,471",468,"3,845","1,929","7,356","4,534","8,018","6,859","7,385","6,678","7,435","7,238","7,557","10,515","8,323","9,861","9,499","8,452","9,810","6,247","8,826","7,063","8,512","8,246","6,744","8,620","8,670","8,476","3,765","7,037","2,572","4,716","2,349","4,866","1,496","3,086",674,"2,111",49,742,0,0,0,0,0,0
2021-11,장항선,230,신창(순천향대),206,2,570,83,"1,110",458,"2,005","2,239","1,896","8,550","1,913","4,007","3,070","5,668","3,532","3,581","3,883","4,582","4,952","4,385","5,645","3,637","4,664","2,225","7,863","2,975","6,067","2,112","6,761","3,860","2,315","2,448","1,946","2,297","2,006","2,673","1,218","2,546",356,"1,331",2,451,1,1,0,0,0,0
2021-11,경의선,172,서울역,0,0,862,16,"1,181","7,318","2,714","21,787","2,658","36,769","2,284","18,602","1,714","6,938","1,847","5,283","2,773","3,760","3,582","6,521","3,645","3,176","5,846","3,207","8,020","3,269","16,104","5,058","30,566","5,507","10,548","3,164","5,671","2,411","6,365","1,558","1,114",148,"1,453","1,164",2,115,0,0,0,0,0,0
2021-11,경의선,173,신촌,0,0,213,4,358,"1,157",603,"3,307",517,"4,814",666,"3,384",610,"1,698",664,"1,277","1,005","1,139",798,"2,027",930,"1,150","1,246",973,"2,189",813,"3,705","1,362","3,223","1,555","2,044","1,159",940,658,"1,190",270,996,117,432,396,4,38,0,0,0,0,0,0
2021-11,경의선,174,효창공원앞,2,0,636,203,"1,783","1,954","4,485","4,566","6,888","16,468","4,319","10,113","2,903","3,277","2,746","3,370","3,165","3,090","3,240","3,006","3,227","3,285","3,766","3,352","4,738","4,048","7,239","5,064","14,003","7,636","5,414","5,655","3,225","3,592","2,953","3,526","2,103","3,106",864,"2,420",11,286,0,0,0,0,0,0
2021-11,경의선,175,공덕,19,0,555,114,"1,724","1,853","4,351","6,904","5,550","19,105","3,413","8,669","3,450","3,315","3,652","3,208","3,982","3,303","4,263","3,143","4,422","3,377","4,815","3,310","5,788","4,109","10,111","5,406","16,835","7,270","6,805","4,661","5,514","2,737","6,063","2,874","5,330","2,141","2,105","1,630",16,211,0,1,0,0,0,0
2021-11,경의선,176,서강대,21,0,437,68,"1,436","1,355","3,118","2,788","3,840","7,959","3,156","5,519","2,670","3,191","2,664","3,122","3,199","3,104","3,085","3,505","3,222","3,132","3,547","3,335","4,742","3,596","5,776","4,074","5,972","4,629","3,662","3,162","2,977","1,973","3,275","2,236","2,936","1,636","1,110","1,107",9,98,0,0,0,0,0,0
2021-11,경의선,177,홍대입구,5,1,239,114,619,556,"1,405","1,825","1,667","6,179","1,198","3,896","1,056","3,148","1,061","2,859","1,519","3,552","1,827","3,835","2,061","4,105","2,467","3,697","3,218","4,429","5,050","4,461","5,963","5,941","4,192","3,798","3,722","1,815","4,631","1,774","4,856","1,414","2,014","1,024",50,162,0,0,0,0,0,0
2021-11,경의선,178,가좌,0,0,"2,715",223,"6,852","3,241","18,707","3,662","24,095","8,360","10,925","7,612","8,129","5,539","7,368","5,371","7,673","5,820","6,880","7,634","6,931","7,384","7,053","7,905","8,655","10,194","8,792","12,217","8,604","16,816","5,033","14,326","3,449","7,461","2,889","5,722","2,254","5,757",769,"4,593",10,502,0,0,0,0,0,0
2021-11,경의선,179,디지털미디어시티,9,0,975,415,"2,322","1,912","9,085","2,048","10,351","4,303","4,962","2,650","3,611","1,840","3,140","1,974","3,223","2,256","3,185","2,654","3,095","2,549","3,426","2,715","4,398","3,931","5,774","5,463","5,194","9,235","2,736","7,176","1,809","4,003","1,546","3,333","1,293","3,786",564,"2,329",17,331,0,0,0,0,0,0
2021-11,경의선,180,수색,1,0,932,"1,370","1,788","6,302","3,700","5,131","4,333","17,231","3,047","9,306","2,398","3,412","2,318","2,282","2,356","2,295","2,563","3,113","2,683","2,449","3,323","2,505","6,614","3,002","9,490","3,988","13,264","3,585","6,275","3,150","2,999","2,025","2,215","1,232","1,852","1,485",422,"1,006",18,199,0,0,0,0,0,0
2021-11,경의선,181,화전,0,0,508,264,"1,454","1,327","3,515","1,998","3,942","6,677","2,608","3,509","2,213","2,762","3,073","2,209","3,001","2,872","2,582","3,048","2,867","2,429","3,317","2,064","5,150","2,346","5,788","2,746","4,804","3,155","2,507","2,772","1,228","1,763","1,158","1,572",964,"1,879",485,"1,220",47,491,0,0,0,0,0,0
2021-11,경의선,182,강매,0,0,"1,791",255,"6,121",866,"17,567","1,240","17,399","3,471","8,086","1,414","5,152","1,458","4,385","1,844","3,978","1,748","3,476","2,350","2,972","2,959","2,769","3,200","3,171","4,918","3,176","6,624","3,655","11,350","1,266","11,312",922,"6,426",941,"5,382",469,"5,038",210,"2,910",7,"1,006",0,0,0,0,0,0
2021-11,경의선,183,행신,2,0,"3,426",992,"12,637","4,312","38,925","5,501","34,167","11,095","14,367","7,160","10,372","5,537","10,557","6,501","10,536","6,804","8,919","8,683","7,747","8,282","7,451","8,689","9,952","13,397","14,372","18,641","10,335","38,070","6,382","29,042","6,843","13,404","4,749","12,097","5,213","11,066","1,761","6,545",85,"2,086",0,0,0,0,0,0
2021-11,경의선,184,능곡,4,0,"2,642",466,"6,394","2,641","16,196","2,416","15,939","5,377","8,308","3,475","6,247","2,949","5,713","3,350","5,105","3,887","5,035","3,843","4,491","4,299","4,463","4,952","5,484","6,713","6,140","8,125","5,359","12,278","2,912","10,268","2,112","5,684","1,567","5,852","1,051","5,258",488,"3,429",16,"2,636",0,0,0,0,0,0
2021-11,경의선,185,곡산,0,0,241,164,901,852,"1,631","1,143","1,638","2,542",989,"1,055",715,769,703,598,702,774,678,676,849,683,"1,131",883,"1,231",961,"1,852","1,138","1,973","1,637",509,"1,198",438,784,283,614,224,575,71,366,2,14,0,0,0,0,0,0
2021-11,경의선,186,백마,1,0,"4,040",733,"14,572","2,320","34,229","6,298","26,369","11,192","12,361","6,137","9,577","4,698","9,527","4,150","9,709","5,708","8,282","6,768","7,179","6,756","8,045","8,567","9,960","9,998","10,428","12,315","11,261","24,686","4,528","26,046","3,209","13,395","3,205","11,286","2,956","10,617",990,"8,434",6,446,1,0,0,0,0,0
2021-11,경의선,187,풍산,11,0,"3,400",286,"10,271","1,531","22,844","4,596","19,893","8,520","11,647","5,277","8,340","4,587","7,862","6,129","7,967","6,167","7,414","6,600","7,552","5,941","8,323","6,888","8,748","9,147","8,718","11,935","8,825","18,902","4,602","16,278","3,832","10,825","4,065","9,409","2,814","7,522",902,"6,451",9,529,0,0,0,0,0,0
2021-11,경의선,188,일산,10,0,"6,982",837,"22,118","3,934","47,631","6,450","32,697","12,902","18,325","7,049","12,841","6,233","13,108","7,883","12,936","8,498","11,869","10,858","10,633","10,766","11,315","11,653","13,258","14,712","13,022","21,146","12,092","33,817","6,134","36,620","4,304","15,647","3,891","16,376","3,636","13,057","1,242","10,260",17,"3,280",0,0,0,0,0,0
2021-11,경의선,189,탄현,56,2,"5,800",471,"20,190","2,665","37,278","6,151","27,762","9,672","15,182","5,470","11,366","4,200","10,170","5,324","10,430","6,322","9,333","6,402","8,420","8,394","9,262","8,812","9,810","11,308","10,288","18,087","11,239","28,491","5,631","31,299","4,313","14,717","3,995","13,759","3,261","9,584","1,234","8,743",50,"2,202",0,0,0,0,0,0
2021-11,경의선,190,야당,38,3,"4,197",378,"13,887","2,063","27,505","4,715","24,423","8,459","12,121","6,436","9,934","5,244","9,043","6,538","9,677","6,744","8,648","7,834","8,353","9,176","9,093","9,824","10,379","12,688","10,651","20,142","10,768","29,553","6,574","25,515","6,968","13,073","7,773","11,056","7,490","9,113","3,494","7,345",356,"1,792",0,0,0,0,0,0
2021-11,경의선,191,운정,53,1,"4,129",435,"16,256","4,290","30,611","7,213","27,653","11,431","13,512","6,368","10,262","4,671","9,082","5,352","9,082","5,956","8,997","6,025","7,562","7,570","8,100","8,196","10,441","11,710","12,195","16,287","11,920","23,913","5,016","22,260","3,448","12,244","2,969","10,520","2,253","9,250",649,"6,225",43,"1,484",0,0,0,0,0,0
2021-11,경의선,192,금릉,94,0,"2,735",313,"9,213","2,238","17,681","5,094","14,115","11,124","8,470","4,869","6,999","3,914","6,847","4,003","6,856","4,694","6,316","4,778","5,775","5,647","6,062","6,868","7,427","7,990","9,656","11,254","10,481","14,629","4,550","13,666","3,767","7,240","3,069","7,195","2,563","6,505",530,"4,804",53,"1,244",0,0,0,0,0,0
2021-11,경의선,193,금촌,77,1,"3,264",233,"8,675","3,532","19,345","10,471","17,225","16,307","11,223","8,674","9,651","6,839","10,112","6,370","10,760","8,980","10,230","9,765","9,507","8,311","10,095","10,468","11,792","10,901","13,669","14,875","16,237","16,944","6,969","14,185","5,759","10,028","4,068","9,049","2,676","7,540",605,"5,270",71,"1,369",0,0,0,0,0,0
2021-11,경의선,194,월롱,18,0,397,33,"1,005","4,105","2,098","10,554","2,199","12,960","1,901","5,185","1,798","3,396","2,228","1,910","3,336","3,248","3,123","2,480","2,501","1,652","5,716","2,044","7,629","2,214","11,248","2,770","14,046","2,863","4,808","2,709","3,676","2,563","2,489","2,773","1,023","2,892",77,"2,118",9,543,0,0,0,0,0,0
2021-11,경의선,195,파주,111,0,727,8,"1,149",795,"2,496","2,520","2,568","5,334","1,711","3,180","1,452","1,843","1,737","1,116","2,596","1,473","1,817","1,901","1,757",879,"3,132","1,241","4,705","1,175","5,836","1,176","3,911","1,331","1,161","1,415",890,"1,166",948,846,235,841,54,609,4,226,0,0,0,0,0,0
2021-11,경의선,196,문산,988,4,"2,987",12,"7,648","2,252","16,141","7,356","12,733","14,587","9,158","5,548","7,610","6,923","8,202","7,540","8,720","7,904","9,416","7,912","9,127","6,670","9,242","8,631","9,369","8,908","11,760","10,214","12,096","12,032","4,495","10,860","3,468","10,075","2,748","5,961","1,654","6,365",78,"4,385",2,"1,877",0,0,0,0,0,0
2021-11,경의선,197,임진강,0,0,0,0,0,0,0,0,0,0,11,139,45,399,2,1,0,0,1,1,1,0,167,103,112,10,407,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11,경의선,202,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11,경의선,203,계양,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11,경의선,204,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11,경춘선,205,신내,14,0,709,842,"2,417","3,074","6,442","4,736","6,038","8,093","3,126","2,230","2,524","1,860","2,365","1,610","2,380","1,625","2,307","2,084","2,358","1,917","3,029","2,720","4,348","2,729","4,853","4,052","6,326","4,766","2,329","3,932","1,184","1,889","1,008","1,633",794,"1,452",323,974,3,168,0,0,0,0,0,0
2021-11,경춘선,206,갈매,3,1,"1,744",702,"4,090","1,990","18,909","2,498","10,844","4,585","6,893","2,689","4,124","2,295","3,273","2,290","3,732","2,171","3,019","3,013","3,404","2,492","3,164","4,137","4,516","4,284","4,236","5,931","4,592","11,421","2,398","8,486","1,740","4,760","1,985","3,765","1,335","2,736",620,"1,500",17,643,0,0,0,0,0,0
2021-11,경춘선,207,별내,27,0,"1,400",937,"3,555","2,726","15,211","3,924","11,346","6,778","6,572","4,007","4,753","3,019","3,866","3,104","4,318","3,112","4,000","3,744","4,041","3,446","4,449","4,570","5,982","5,094","6,252","7,824","7,125","11,538","3,124","9,615","2,319","4,758","2,260","3,041","2,029","3,816",996,"1,701",34,493,0,0,0,0,0,0
2021-11,경춘선,208,퇴계원,39,1,"2,650",509,"5,548","1,593","20,338","4,118","13,375","4,885","8,794","2,447","5,750","2,863","4,645","2,674","5,203","2,997","4,637","3,401","3,550","3,663","4,214","4,118","3,984","5,703","4,909","10,384","6,179","12,371","2,519","11,693","1,685","6,352","1,698","4,061","1,053","5,187",444,"2,286",30,756,1,0,0,0,0,0
2021-11,경춘선,209,사릉,41,0,"2,436",721,"5,785","2,105","17,184","6,272","13,438","7,155","7,411","2,795","4,928","2,613","4,272","2,751","4,223","2,914","4,230","2,683","3,108","3,743","3,820","3,431","4,113","4,623","5,858","8,223","7,952","10,013","2,494","13,310","1,501","5,534","1,259","3,976",761,"3,987",247,"2,361",15,742,0,0,0,0,0,0
2021-11,경춘선,210,금곡,9,0,"1,556",247,"2,208",909,"4,927","1,943","4,613","4,791","3,202","1,993","2,399","1,589","2,472","1,321","2,181","1,900","2,388","1,541","1,845","2,202","2,195","2,111","2,262","2,173","2,948","3,418","3,802","4,179","1,168","3,818",703,"1,581",600,"1,768",585,"1,508",141,"1,079",7,248,0,0,0,0,0,0
2021-11,경춘선,211,평내호평,823,5,"5,618",772,"11,949","1,781","30,485","4,574","20,120","10,026","11,824","6,010","10,056","4,981","8,491","5,265","8,748","7,132","8,104","6,431","6,917","8,734","7,294","8,036","7,933","9,280","8,472","17,247","8,636","19,471","5,041","23,857","4,067","9,765","3,629","8,508","3,441","7,695","1,420","5,104",18,"2,364",0,0,0,0,0,0
2021-11,경춘선,212,천마산,23,1,978,256,"3,906",514,"7,795","1,753","5,694","1,966","4,542","1,530","3,394","1,497","2,527","1,851","2,829","2,017","2,388","2,027","2,231","2,345","1,969","2,952","2,238","2,903","2,105","3,999","2,455","5,716",953,"4,168",565,"3,043",539,"2,351",416,"1,713",111,"1,259",1,87,0,0,0,0,0,0
2021-11,경춘선,213,마석,28,0,"1,533",359,"7,943","2,323","15,422","6,279","11,478","7,434","8,663","5,158","6,979","3,804","6,107","4,677","6,500","4,695","5,570","5,971","5,699","5,470","5,640","6,319","6,777","6,439","6,849","9,157","7,402","10,188","2,941","13,248","2,590","6,483","2,005","5,048","1,553","4,238",609,"2,474",3,413,0,0,0,0,0,0
2021-11,경춘선,214,대성리,0,0,247,51,608,250,"1,057","1,037",985,"1,133",957,675,"1,098","1,223","1,791",989,"1,193",869,"1,019","1,059","1,208","1,589","1,421","1,166","1,641","1,230","1,723","1,072","1,121",970,426,714,258,449,185,374,105,350,45,244,0,3,0,0,0,0,0,0
2021-11,경춘선,215,청평,18,9,768,119,"1,987",744,"3,973","1,197","4,418","3,387","3,213","2,406","3,263","2,639","3,998","2,227","3,279","3,261","2,878","2,512","2,905","3,214","3,393","3,234","3,460","3,428","3,796","4,737","2,746","3,499","1,082","3,276",778,"2,366",669,"1,617",327,"1,397",106,"1,089",0,12,0,0,0,0,0,0
2021-11,경춘선,216,상천,0,0,82,40,271,149,546,226,665,614,443,651,408,975,558,908,586,690,665,463,996,446,985,466,"1,032",404,771,484,373,390,156,429,84,223,57,170,25,116,8,82,1,8,0,0,0,0,0,0
2021-11,경춘선,217,가평,0,0,657,124,"1,449","1,071","2,538","2,376","3,241","5,276","2,609","3,906","3,133","4,224","4,375","6,282","3,202","5,029","3,087","4,393","4,040","4,373","5,029","4,038","6,923","2,962","7,051","3,466","5,463","2,979","2,654","2,853","1,703","1,842","1,205","1,252",485,"1,159",262,"1,009",3,76,1,0,0,0,0,0
2021-11,경춘선,218,굴봉산,0,0,60,1,36,29,123,111,232,331,244,458,252,635,274,449,305,326,396,237,467,267,525,237,539,230,323,193,173,153,150,127,80,113,31,59,38,64,6,50,0,2,0,0,0,0,0,0
2021-11,경춘선,219,백양리,0,0,4,21,11,35,46,225,93,171,80,294,139,334,286,286,181,174,231,200,217,273,360,155,262,133,363,110,197,105,44,42,45,42,101,47,29,36,6,35,0,0,0,0,0,0,0,0
2021-11,경춘선,220,강촌,6,0,111,43,170,58,351,221,507,"1,529",586,"1,487",689,"2,201","1,087","2,048","1,112","1,100","1,081",992,"1,647","1,068","2,014",788,"2,558",906,"2,219",650,"1,221",742,471,548,386,362,252,319,82,246,37,188,0,5,0,0,0,0,0,0
2021-11,경춘선,221,김유정,8,0,88,4,200,76,411,461,432,650,338,811,339,"1,615",391,"1,726",698,"1,401",804,"1,060","1,161",907,"1,454",637,"1,564",552,"1,444",543,737,578,288,324,145,250,91,173,31,114,15,77,8,22,0,0,0,0,0,0
2021-11,경춘선,222,남춘천,500,5,"1,306",23,"3,332",856,"3,547","2,315","4,740","3,745","4,482","4,468","4,355","4,244","4,407","8,107","4,670","8,044","5,511","5,043","6,646","4,421","6,855","5,069","6,965","4,257","6,351","5,209","4,434","5,048","3,336","7,685","2,524","3,014","2,280","2,668","1,535","3,304",360,"1,652",5,"1,130",0,0,0,0,0,0
2021-11,경춘선,223,춘천,256,1,463,13,"1,658",338,"1,241",958,"1,823","3,614","1,955","4,539","2,068","3,152","2,288","4,641","2,538","3,626","3,224","3,750","4,406","2,617","6,384","3,096","6,710","2,163","5,371","2,339","3,763","1,836","2,162","2,831","1,334","1,063",960,"1,155",526,858,62,957,1,399,0,0,0,0,0,0
2021-11,수인선,341,고색,435,2,"2,246",463,"5,995","2,461","13,292","14,398","11,072","22,780","5,417","4,003","3,682","2,208","3,847","2,519","4,039","2,736","3,729","2,940","3,464","3,166","3,933","3,469","5,476","5,002","12,659","6,778","20,276","9,324","5,680","9,391","5,346","6,028","4,356","4,562","1,712","4,165",666,"2,864",20,"1,844",0,0,0,0,0,0
2021-11,수인선,342,오목천,3,0,594,6,"3,876","2,161","8,637","3,715","8,960","8,137","5,555","4,414","4,419","3,340","4,339","2,693","5,181","3,291","4,402","4,637","3,569","3,311","4,712","3,705","7,010","5,445","8,598","5,219","8,541","9,930","3,505","6,182","2,121","3,497","1,906","3,197","1,301","4,224",550,"2,533",7,271,0,0,0,0,0,0
2021-11,수인선,343,어천,0,0,154,8,661,955,"1,630","2,033","1,431","2,143","1,330","1,174","1,114",913,"1,233",869,"1,277",956,"1,283","1,095","1,093","1,012","1,228","1,043","1,678","1,584","2,173","1,564","3,294","2,501","1,323","1,478",746,805,405,827,228,849,94,509,1,48,0,0,0,0,0,0
2021-11,수인선,344,야목,2,1,199,3,406,344,"1,102",537,923,596,621,218,519,300,468,289,483,329,529,364,429,287,500,322,705,434,767,563,667,780,353,471,195,231,120,302,88,272,44,208,1,28,0,0,0,0,0,0
2021-11,수인선,345,사리,2,0,"3,182",181,"9,713","1,240","20,736","2,834","18,742","4,230","9,975","2,170","7,167","2,487","6,089","2,406","6,248","3,176","6,305","4,164","4,919","3,843","4,687","5,277","5,931","7,741","6,503","9,293","5,862","18,255","3,436","13,229","1,968","8,024","1,782","7,753","1,567","6,911",584,"4,931",21,608,0,0,0,0,0,0
2021-11,수인선,346,달월,0,0,8,30,38,141,141,111,161,347,63,98,62,116,68,93,90,123,113,87,105,109,120,69,228,106,298,92,978,132,49,43,25,38,35,29,20,20,16,27,2,3,0,0,0,0,0,0
2021-11,수인선,347,월곶,7,0,"1,406",336,"4,663","1,515","9,936","2,065","8,914","2,937","4,983","2,570","3,364","2,560","3,285","3,139","3,428","3,662","3,410","3,185","3,372","3,154","3,521","3,832","4,096","4,899","4,892","6,065","4,351","9,379","2,628","5,648","1,953","3,804","1,690","3,792","1,237","2,935",528,"1,588",1,283,0,0,0,0,0,0
2021-11,수인선,348,소래포구,8,0,"2,555",441,"6,045","2,107","15,490","3,593","13,391","6,991","7,009","6,155","6,024","8,283","7,229","15,990","9,642","18,861","12,378","14,056","16,346","12,442","18,606","10,569","16,461","10,702","12,543","10,771","9,001","14,574","5,408","9,726","4,507","5,803","4,329","5,714","3,542","4,683","1,398","3,455",26,623,0,0,0,0,0,0
2021-11,수인선,349,인천논현,7,0,"2,482",696,"5,486","4,434","14,977","9,349","13,488","13,512","7,847","9,058","6,722","6,431","7,227","6,563","7,434","7,179","7,664","8,329","7,880","8,306","8,472","8,834","9,444","10,874","12,668","13,905","12,837","18,647","7,356","12,260","6,522","7,662","6,276","6,090","4,920","4,662","1,976","3,254",5,575,0,0,0,0,0,0
2021-11,수인선,350,호구포,3,0,"1,636",977,"3,066","4,786","6,911","18,583","7,967","23,553","4,658","4,175","4,013","2,787","4,390","3,060","4,578","3,668","4,567","3,455","4,526","3,616","4,967","3,845","5,869","4,615","14,253","6,335","17,235","7,828","5,257","6,458","5,964","4,063","4,308","3,260","1,894","2,749",931,"2,051",7,338,0,0,0,0,0,0
2021-11,수인선,351,남동인더스파크,0,0,416,799,867,"3,371","1,262","16,534","1,985","21,360","1,292","3,540","1,418","1,393","1,851","1,420","1,779","1,554","1,679","1,500","2,315","1,324","2,656","1,184","3,607","1,349","12,315","1,631","12,646","1,499","4,222","2,181","4,133","1,169","1,873",643,494,436,200,282,0,25,0,0,0,0,0,0
2021-11,수인선,352,원인재,21,2,"3,173",741,"6,542","2,210","14,000","5,219","15,376","7,473","8,888","4,931","7,070","4,666","6,997","4,892","7,032","5,802","7,022","6,263","6,236","6,113","6,269","7,452","6,652","9,506","7,738","11,917","7,628","16,371","4,564","11,104","3,742","7,458","3,478","7,159","2,535","6,091","1,426","4,678",14,427,0,0,0,0,0,0
2021-11,수인선,353,연수,4,1,"2,638",739,"6,208","2,087","14,941","4,235","13,322","10,573","6,354","5,786","5,711","5,111","5,965","5,117","6,772","5,864","6,751","6,360","6,348","6,084","6,697","6,838","7,368","8,764","8,563","12,309","9,874","16,241","5,129","9,611","4,289","6,852","4,721","5,740","3,443","4,162","2,123","2,791",25,649,0,0,0,0,0,0
2021-11,수인선,354,송도,5,0,"1,778",322,"4,476","1,112","9,185","2,293","9,302","3,877","4,294","2,310","3,611","2,577","3,961","2,606","4,195","3,030","4,305","3,354","3,497","3,143","3,754","4,140","4,009","4,623","4,234","6,512","3,780","8,963","1,988","5,287","1,282","3,345","1,048","3,137",746,"2,560",368,"1,603",7,454,0,0,0,0,0,0
2021-11,수인선,355,인하대,28,1,"3,197",453,"9,755","2,680","22,802","4,184","18,024","11,685","8,928","7,408","7,133","6,340","7,798","5,152","8,996","7,523","8,088","7,742","7,578","7,432","9,145","8,193","11,477","9,966","11,484","15,404","11,553","23,033","5,836","12,138","4,706","8,895","4,534","8,162","3,964","5,738","2,021","4,010",40,"1,067",0,0,0,0,0,0
2021-11,수인선,356,숭의,14,1,"3,297",948,"6,109","3,516","12,718","7,640","10,705","11,790","5,837","5,060","5,136","3,929","5,746","3,348","5,659","4,088","5,241","5,096","5,167","4,542","5,983","4,732","7,652","6,148","9,930","8,327","9,488","10,416","3,878","6,139","2,334","4,605","1,943","4,648","1,429","3,293",665,"2,058",18,437,0,1,0,0,0,0
2021-11,수인선,357,신포,2,0,"1,234",319,"1,350",965,"2,977","3,507","3,122","8,859","1,911","3,256","1,640","2,582","1,926","2,498","2,409","2,716","2,538","2,787","2,755","2,576","3,563","2,974","4,645","3,360","5,097","3,577","6,745","4,438","2,635","2,275","2,240","1,389","1,990","1,337","1,182","1,125",503,581,4,150,0,0,0,0,0,0
2021-11,수인선,358,인천,69,1,668,287,"1,001","1,351","2,276","2,878","2,061","4,413","1,272","2,069","1,320","2,126","1,450","3,579","1,843","3,918","1,966","3,449","2,049","3,580","2,228","4,530","3,202","3,488","3,652","3,453","2,468","3,978","1,291","2,675","1,177","1,986",984,"1,699",660,"1,349",102,957,2,295,1,1,0,0,0,0
2021-11,경강선,239,판교,33,0,811,12,"1,948","5,472","5,571","11,715","4,012","26,274","2,472","19,597","2,378","7,995","2,971","6,697","3,273","5,030","3,685","4,748","4,738","4,374","7,150","4,017","7,485","4,836","13,280","7,158","21,726","6,395","15,862","4,085","12,452","1,731","8,827","1,626","4,680","1,022","1,537",607,2,272,0,0,0,0,0,0
